incidentid,race,injury,gender,schoolaffiliation,age
20190130GAMIL,unknown,Wounded,Male,No Relation,Adult
20190131TNMAM,unknown,Wounded,Male,Student,Adolescent
20190131TXATA,unknown,Wounded,Male,Student,Adolescent
20190205MNMIM,unknown,Wounded,Male,Bus Driver,unknown
20190208MDFRB,unknown,Wounded,Male,Other Staff,Adult
20190212MOCEK,Black,Fatal,Female,Student,Adolescent
20190214NMV.R,unknown,None,unknown,unknown,unknown
20190217COEAA,Black,Fatal,Male,Principal/Vice-Principal,Adult
20190226ALROM,unknown,Wounded,Male,Student,Adolescent
20190301KSHIM,unknown,None,unknown,unknown,unknown
20190313FLLAO,unknown,None,Female,Student,Adolescent
20190322ALBLB,unknown,Minor Injuries,Unknown,Student,Child
20190327MSSVH,Black,Wounded,Male,Student,School Age Child
20190401ARPRP,unknown,Wounded,Male,Student,Adolescent
20190403COAUA,unknown,None,unknown,unknown,unknown
20190403FLSAJ,unknown,None,unknown,unknown,unknown
20190405WISTM,unknown,Wounded,unknown,Student,School Age Child
20190407MAHOL,unknown,None,unknown,unknown,unknown
20190410TXROH,unknown,Wounded,Male,Student,Adolescent
20190417ILWAL,unknown,None,Male,Student,School Age Child
20190424ARCOC,unknown,None,Male,Student,Adolescent
20190425GAWYS,unknown,Minor Injuries,unknown,Student,Child
20190425GAWYS,unknown,Minor Injuries,unknown,Student,Child
20190425GAWYS,unknown,Minor Injuries,unknown,Student,Child
20190425GAWYS,unknown,Minor Injuries,unknown,Student,Child
20190425GAWYS,unknown,Minor Injuries,unknown,Student,Child
20190425GAWYS,unknown,Minor Injuries,unknown,Student,Child
20190425GAWYS,unknown,Minor Injuries,unknown,Student,Child
20190425GAWYS,unknown,Minor Injuries,unknown,Student,Child
20190425GAWYS,unknown,Minor Injuries,unknown,Student,Child
20190425GAWYS,unknown,Minor Injuries,unknown,Student,Child
20190426GACRF,unknown,None,unknown,unknown,unknown
20190430FLWEW,unknown,None,unknown,unknown,unknown
20190430VACDW,unknown,None,unknown,unknown,unknown
20190507COSTH,unknown,Fatal,Male,Student,Young Adult
20190507COSTH,unknown,Wounded,unknown,Student,Teen
20190507COSTH,unknown,Wounded,unknown,Student,Teen
20190507COSTH,unknown,Wounded,unknown,Student,Teen
20190507COSTH,unknown,Wounded,unknown,Student,Teen
20190507COSTH,unknown,Wounded,unknown,Student,Teen
20190507COSTH,unknown,Wounded,unknown,Student,Teen
20190507COSTH,unknown,Wounded,unknown,Student,Teen
20190507COSTH,unknown,Wounded,unknown,Student,Adolescent
20190508ILSEC,unknown,Wounded,Male,Student,Young Adult
20190517FLTEJ,Black,Wounded,Male,Student,Adolescent
20190517ORPAP,unknown,None,unknown,unknown,unknown
20190530DCHEW,unknown,None,unknown,unknown,unknown
20190606ILGEC,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20190610ILMEW,Hispanic,Wounded,Male,No Relation,Adult
20190612DCHEW,unknown,None,unknown,unknown,unknown
20190612PAJEE,unknown,None,Male,No Relation,Young Adult
20190613NJTAW,unknown,None,unknown,unknown,unknown
20190621MICAF,unknown,Wounded,Male,Unknown,Adolescent
20190629COJAC,unknown,Fatal,Male,No Relation,Young Adult
20190629COJAC,unknown,Fatal,Male,No Relation,Young Adult
20190701NYSCN,Black,Wounded,Male,No Relation,Adolescent
20190702AKWIA,unknown,Wounded,Male,No Relation,Teen
20190711CTBUH,Hispanic,Fatal,Male,No Relation,Adult
20190719CAMOS,unknown,None,unknown,unknown,unknown
20190808ALBLM,unknown,None,unknown,unknown,unknown
20190815TNEAN,unknown,None,unknown,unknown,unknown
20190817GALAA,Black,Wounded,Male,Student,Adolescent
20190817GALAA,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,School Age Child
20190820PASAC,unknown,None,Male,Parent,Adult
20190823GAPEC,unknown,Wounded,Male,Nonstudent,School Age Child
20190823MOPAS,unknown,None,unknown,unknown,unknown
20190823MOROS,Black,Fatal,Female,Student,Adolescent
20190824PAWIP,Black,Fatal,Male,No Relation,Adolescent
20190827CAHOL,unknown,Wounded,Male,Student,Teen
20190827NYROR,unknown,None,unknown,unknown,unknown
20190830ALLAM,unknown,Wounded,unknown,Student,Teen
20190830ALLAM,unknown,Wounded,unknown,Student,Teen
20190830ALLAM,unknown,Wounded,unknown,Student,Teen
20190830ALLAM,unknown,Wounded,unknown,Student,Teen
20190830ALLAM,unknown,Wounded,unknown,Student,Teen
20190830ALLAM,unknown,Wounded,unknown,Student,Teen
20190830ALLAM,unknown,Wounded,unknown,Student,Teen
20190830ALLAM,unknown,Wounded,unknown,Student,Teen
20190830ALLAM,unknown,Wounded,unknown,Student,Teen
20190830ALLAM,unknown,Wounded,unknown,Student,Teen
20190830NCKIK,unknown,None,unknown,unknown,unknown
20190830OHCET,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adolescent
20190902MDNOB,unknown,Fatal,Male,No Relation,Adult
20190902MDNOB,unknown,Wounded,Male,No Relation,Adult
20190902MDNOB,unknown,Wounded,Male,No Relation,Adult
20190906ALCEC,unknown,None,unknown,unknown,unknown
20190906PAMCJ,Black,Fatal,Male,unknown,Adult
20190906PAWEM,unknown,Wounded,Female,Student,unknown
20190910SCSOA,unknown,None,unknown,unknown,unknown
20190912KSMAM,unknown,None,unknown,unknown,unknown
20190913UTGRW,unknown,None,unknown,unknown,unknown
20190913VAETN,unknown,Wounded,unknown,Student,Adolescent
20190913VAETN,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20190913VAETN,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20190914TXEAF,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,School Age Child
20190914TXEAF,unknown,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,Adult
20190916ILILK,unknown,None,unknown,unknown,unknown
20190916VAPHH,unknown,Fatal,Male,No Relation,Adult
20190920PASIP,unknown,Wounded,Male,Unknown,Adolescent
20190920PASIP,unknown,Wounded,Male,Unknown,Adolescent
20190927NCZEC,unknown,None,unknown,unknown,unknown
20191002GASOA,unknown,None,unknown,unknown,unknown
20191008COSHS,unknown,Wounded,Male,Rival School Student,Teen
20191008TXWEH,unknown,Wounded,unknown,Student,Teen
20191009MAGRL,unknown,Wounded,unknown,Student,Child
20191009MAGRL,unknown,Wounded,unknown,Student,Child
20191009MAGRL,unknown,Wounded,unknown,Student,Child
20191009MAGRL,unknown,Wounded,unknown,Student,Child
20191009MAGRL,unknown,Wounded,unknown,Student,Child
20191011LARAR,unknown,None,unknown,unknown,unknown
20191015LAGEN,unknown,Wounded,Male,Student,Adolescent
20191018GACRS,unknown,Wounded,Male,unknown,unknown
20191018OHWOT,unknown,None,unknown,unknown,unknown
20191022CARIS,unknown,Wounded,Male,Student,Adolescent
20191027MDLAL,unknown,Wounded,Female,No Relation,Adult
20191029NYNEN,unknown,Wounded,Female,Student,Adolescent
20191108CAEDS,unknown,None,unknown,unknown,unknown
20191108TXROD,Black,Fatal,Male,Former Student,Adolescent
20191111MDACB,unknown,Wounded,Male,Student,Young Adult
20191113CAESL,unknown,Fatal,Male,No Relation,Adult
20191114CASAS,unknown,Fatal,Male,Student,Adolescent
20191114CASAS,unknown,Fatal,Female,Student,Adolescent
20191114CASAS,unknown,Wounded,Female,Student,Adolescent
20191114CASAS,unknown,Wounded,Female,Student,Adolescent
20191114CASAS,unknown,Wounded,Male,Student,Adolescent
20191115NJPLP,unknown,Fatal,Male,Relative,School Age Child
20191115NJPLP,unknown,Wounded,Male,Student,Adolescent
20191115NJPLP,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20191121ILRIO,unknown,Wounded,unknown,Student,Adolescent
20191124CASEU,unknown,Fatal,Male,No Relation,Adolescent
20191124CASEU,unknown,Fatal,Male,No Relation,School Age Child
20191125ILCAC,unknown,Wounded,Male,No Relation,Adult
20191126WASAV,unknown,Wounded,Female,Parent,Adult
20191126WASAV,unknown,Wounded,Female,Parent,Adult
20191201ALMOM,White,Fatal,Female,No Relation,Adult
20191202WIWAW,unknown,None,Male,Student,Young Adult
20191203WIOSO,unknown,Wounded,Male,Student,Adolescent
20191203WITHM,unknown,Wounded,Female,Student,Teen
20191203WITHM,unknown,Wounded,Female,Student,Teen
20191204NMPIL,unknown,None,unknown,unknown,unknown
20191210ALDED,unknown,None,unknown,unknown,unknown
20191210KSJCK,unknown,None,unknown,unknown,unknown
20191210NJSAJ,unknown,None,unknown,unknown,unknown
20191211INEVE,unknown,None,unknown,unknown,unknown
20191211KSCHT,unknown,None,unknown,unknown,unknown
20191213VAMAN,unknown,None,Male,Student,Adolescent
20191216CTCAN,unknown,Wounded,Male,Parent,Adult
20191219FLLEN,unknown,Fatal,Female,Student,Adult
20191221LAWES,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,Adult
20191221LAWES,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,Adult
20191221LAWES,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,Adult
20191221LAWES,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,Adult
20191228MOMAS,Black,Fatal,Male,Student,Adolescent
20200107WASOK,unknown,None,unknown,unknown,unknown
20200108FLGLB,unknown,None,unknown,unknown,unknown
20200110MSMCJ,unknown,Wounded,Male,Student,Teen
20200111TXELD,unknown,Fatal,Male,Former Student,Young Adult
20200111TXELD,unknown,Wounded,Male,Police Officer/SRO,unknown
20200114TXBEH,unknown,Fatal,Male,Student,Young Adult
20200114TXPOM,unknown,None,unknown,unknown,unknown
20200117MITHH,unknown,Wounded,Male,Parent,Adult
20200117SCCAS,unknown,None,Male,Student,Adolescent
20200119TXNOF,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,Adult
20200119TXNOF,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,School Age Child
20200121ILLIC,unknown,Wounded,Male,Student,Adolescent
20200121NEPAL,unknown,None,unknown,unknown,unknown
20200123CAOXO,unknown,Wounded,Female,Student,School Age Child
20200127WAROY,unknown,None,unknown,unknown,unknown
20200128NYMAQ,unknown,None,Male,Student,Adolescent
20200128TNWHM,unknown,Wounded,Male,unknown,unknown
20200128TXLUL,Black,Wounded,Male,Student,Adolescent
20200131CADEA,unknown,Fatal,Male,Student,Adolescent
20200201TXHIH,unknown,Wounded,Male,No Relation,Adult
20200203FLGEJ,unknown,Wounded,Male,No Relation,Adult
20200204LABEA,unknown,None,unknown,unknown,unknown
20200205NHSEC,unknown,None,Male,Student,Adolescent
20200212MOJOF,unknown,None,unknown,unknown,unknown
20200215DCDUW,unknown,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20200221NMCEA,unknown,None,unknown,unknown,unknown
20200302TXNOF,unknown,None,unknown,unknown,unknown
20200305FLSAW,unknown,Wounded,Male,Police Officer/SRO,unknown
20200310PASHN,unknown,None,unknown,unknown,unknown
20200313TNPIR,unknown,None,unknown,unknown,unknown
20200315TXATH,Black,Fatal,Male,Former Teacher,Young Adult
20200318LABOS,unknown,Wounded,Male,Student,Adolescent
20200324LAROM,unknown,Wounded,Male,unknown,unknown
20200330GANAS,unknown,Wounded,unknown,No Relation,unknown
20200330GANAS,unknown,Wounded,unknown,No Relation,unknown
20200330GANAS,unknown,Wounded,unknown,No Relation,unknown
20200413NEMOO,unknown,Wounded,Male,No Relation,Young Adult
20200505CAGOV,Hispanic,Fatal,Male,No Relation,Young Adult
20200505CAGOV,Hispanic,Fatal,Male,No Relation,Young Adult
20200505CAGOV,Hispanic,Fatal,Male,No Relation,Young Adult
20200515NCSTC,unknown,None,unknown,unknown,unknown
20200519VAWEM,unknown,None,unknown,unknown,unknown
20200522OHMIC,unknown,Fatal,Male,No Relation,Adult
20200525ALORM,unknown,Wounded,Male,No Relation,Adult
20200525ALORM,unknown,Wounded,Male,No Relation,Adult
20200525ALORM,unknown,Wounded,Male,No Relation,Adult
20200527OHLUC,unknown,None,unknown,unknown,unknown
20200603IAGAD,unknown,Wounded,Male,No Relation,Young Adult
20200616FLTOM,unknown,Fatal,Male,No Relation,Adult
20200616FLTOM,unknown,Wounded,Male,No Relation,Adult
20200618INJOI,unknown,Fatal,Male,No Relation,Adult
20200701ILFRP,unknown,None,unknown,unknown,unknown
20200704INLAM,Hispanic,Fatal,Male,No Relation,unknown
20200714MIWID,unknown,None,unknown,unknown,unknown
20200721SCBRO,unknown,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20200804PAKEP,unknown,Fatal,Male,No Relation,Adult
20200817MIABG,unknown,Wounded,Male,No Relation,Adult
20200825MOWEC,unknown,Wounded,Male,No Relation,Adult
19850418TNSOS,unknown,Wounded,Female,Teacher,Adult
20190522OHSAC,Black,Fatal,Male,No Relation,Adolescent
20190522OHSAC,unknown,Wounded,Female,No Relation,Adolescent
20200205NHSEC,unknown,None,Female,Teacher,Adult
20200830TXLOD,Hispanic,Fatal,Male,No Relation,Adult
20200904FLLOJ,unknown,Wounded,Male,No Relation,Adult
20200903GADOA,unknown,Fatal,Male,No Relation,Young Adult
20200909TXSOH,unknown,Wounded,Male,No Relation,Young Adult
20200910ILPEP,unknown,None,unknown,Student,unknown
20191022NJBRB,unknown,Wounded,Male,Student,Teen
20200916WAARG,unknown,Wounded,Male,No Relation,Adult
20200917OHELA,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20200917OHELA,unknown,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,Adult
20200916CASOS,unknown,Fatal,Male,unknown,Adolescent
20200918KYWIL,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20200917ORDRP,unknown,Wounded,unknown,No Relation,Adult
20200909PAWEW,unknown,None,Male,No Relation,Adult
20200923FLHIJ,unknown,None,unknown,unknown,unknown
20200923PAWIW,unknown,None,Male,unknown,unknown
20200928CTEAN,unknown,Wounded,Male,No Relation,Young Adult
20200925NJHAH,unknown,Wounded,Male,No Relation,Adult
20150521FLDUJ,unknown,Wounded,Female,Student,Teen
20150521FLDUJ,unknown,Wounded,Female,Student,Teen
20190918MNFOC,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20200930CADYL,Black,Wounded,Male,Student,Young Adult
20200930CADYL,unknown,Wounded,unknown,No Relation,Adult
20130129ALDAM,unknown,Fatal,Male,Bus Driver,Adult
20201005OKSOM,unknown,Minor Injuries,unknown,Student,Teen
20201005ARKIH,Black,Fatal,Male,unknown,Adult
20201005ARKIH,unknown,Wounded,Male,unknown,Adult
20201009FLJEJ,unknown,Wounded,Male,Student,Young Adult
20201012TXNOD,unknown,None,Male,No Relation,Adult
20161216FLSAJ,unknown,Minor Injuries,unknown,Student,Teen
20190327FLMAJ,unknown,Wounded,Male,Student,School Age Child
20190927CADER,unknown,Wounded,Female,Student,Adolescent
20190927CADER,unknown,Wounded,Male,Student,Adolescent
20190927CADER,unknown,Wounded,Male,Student,Adolescent
20201013RIRHP,Black,Fatal,Male,No Relation,Young Adult
20201013RIRHP,unknown,Wounded,Male,No Relation,Adult
20201013RIRHP,unknown,Wounded,Male,No Relation,Adult
20201014PABRB,unknown,None,Male,Bus Driver,Adult
20201018KYSEL,unknown,Wounded,unknown,unknown,Teen
20201018KYSEL,unknown,Wounded,unknown,unknown,Teen
20201018KYSEL,unknown,Wounded,unknown,unknown,Teen
20201014WAWAS,unknown,None,Male,No Relation,Adult
20201020ARJAP,unknown,Fatal,Male,unknown,Adolescent
20201026GARIR,unknown,Fatal,Male,No Relation,Adult
20201029FLLAM,unknown,Fatal,Male,No Relation,Adult
20201029FLLAM,unknown,Fatal,Male,No Relation,Adult
20201109TXCOH,Hispanic,Fatal,Male,No Relation,Adult
20201112PANAH,unknown,Fatal,Male,No Relation,Adolescent
20201112CACEU,unknown,Wounded,Male,No Relation,Adult
20201113NCLIL,White,Wounded,Male,Student,School Age Child
20201116TNWIM,unknown,None,Female,No Relation,Adult
20201124NCHEH,unknown,Wounded,Female,Student,School Age Child
20201125KSABG,unknown,Wounded,Male,No Relation,Adolescent
20201207ILEAC,unknown,Fatal,Male,No Relation,Young Adult
20201216ILDUC,Black,Fatal,Male,No Relation,Young Adult
20201229WAROS,unknown,Wounded,Male,unknown,Teen
20201229WAROS,unknown,Wounded,Male,unknown,Teen
20210114MDHIW,unknown,Fatal,Male,No Relation,Young Adult
20210110ILSOS,Black,Wounded,Female,Student,Adolescent
20210110ILSOS,unknown,Wounded,Female,Relative,Young Adult
20210121OHEAC,unknown,Wounded,Male,No Relation,Young Adult
20210127FLHOH,unknown,Minor Injuries,unknown,Student,Teen
20210201MIMUD,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,unknown
20210205MDBEM,unknown,Wounded,Male,No Relation,Adult
20210210TXFOF,unknown,Fatal,Male,No Relation,Adult
20210210NJSCP,unknown,Fatal,Female,No Relation,Adult
20210210LASTS,unknown,Minor Injuries,Male,Student,Preschooler
20210214MNROM,unknown,Fatal,Male,No Relation,Adult
20210214MNROM,unknown,Fatal,Female,No Relation,Adult
20210214MNROM,unknown,Wounded,unknown,No Relation,Adult
20210219ILLIR,unknown,Fatal,Male,No Relation,Adult
20210222CAHOV,unknown,Wounded,Male,No Relation,Adult
20210224WAGAY,unknown,Wounded,Male,No Relation,Adolescent
20210226LAGEN,Black,Fatal,Male,Police Officer/SRO,Adult
20210301ARWAP,unknown,Fatal,Male,Student,Adolescent
20210308SCEDC,unknown,Wounded,Male,Relative,Adult
20210311OHCIC,unknown,Wounded,Male,No Relation,Adult
20210313TXLEA,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210324ORFOS,unknown,Wounded,Male,No Relation,Adolescent
20210324ORFOS,unknown,Fatal,Male,No Relation,Adolescent
20210327MAPEC,unknown,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20210401ALSES,unknown,None,Male,Student,Teen
19790226CABAB,unknown,Wounded,Male,Student,Teen
19790226CABAB,unknown,Wounded,Male,Student,Teen
19790226CABAB,unknown,Wounded,Female,Student,Teen
20210407ILPEP,unknown,None,Male,Student,Adolescent
20210315INMEM,Black,Fatal,Male,No Relation,Young Adult
20210315INMEM,unknown,Wounded,Male,No Relation,Teen
20210412TNAUK,unknown,Wounded,Male,Police Officer/SRO,Adult
20210411INBIH,unknown,Fatal,Female,No Relation,Adult
20210412CASAS,unknown,None,Female,No Relation,Adult
20210413TNMAC,unknown,None,unknown,Bus Driver,Adult
20170415ORMEP,White,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210418OHWED,unknown,Fatal,Male,No Relation,Adolescent
20210418OHWED,unknown,Wounded,Male,No Relation,Teen
20210420TXHAH,Black,Fatal,Male,No Relation,Young Adult
20210427DESMS,unknown,Fatal,Female,Parent,Adult
20210429NYURB,unknown,Fatal,Male,Student,Adolescent
20210429CAVIV,unknown,Wounded,Male,Student,Adolescent
20210430INMAI,unknown,Wounded,Female,Parent,Adult
20210501MNBES,unknown,None,Male,No Relation,Adult
20210501MNBES,unknown,None,Male,No Relation,Adult
20210502ILCHC,unknown,Wounded,Male,No Relation,Adult
20210502ILCHC,unknown,Wounded,Male,No Relation,Young Adult
20210502ILCHC,unknown,Wounded,Female,No Relation,Adult
20210502ILCHC,unknown,Wounded,Female,No Relation,Adult
20210502ILCHC,unknown,Wounded,Female,No Relation,Young Adult
20210506IDRIR,unknown,Wounded,Male,Student,Teen
20210506IDRIR,unknown,Wounded,Female,Student,School Age Child
20210506IDRIR,unknown,Wounded,Male,Other Staff,Adult
19890209IDRIR,unknown,None,Female,Student,Adolescent
19890209IDRIR,unknown,None,unknown,Student,Teen
19890209IDRIR,unknown,None,unknown,Teacher,Adult
20210506SCFOC,unknown,None,Male,Bus Driver,Adult
20210505MICRC,unknown,Wounded,Male,No Relation,Adult
20210514CASAS,Asian,Fatal,Male,No Relation,Young Adult
20210517TNAUM,unknown,Wounded,Male,No Relation,Adult
20210511NYPSB,unknown,Wounded,Male,No Relation,Adolescent
20210601ILLIC,unknown,Wounded,Male,unknown,Adolescent
20210607TXEAF,unknown,Fatal,Male,Student,Adolescent
20210608KSHAK,unknown,Fatal,Male,No Relation,Adolescent
20210609TXNOH,Black,Wounded,Male,Student,Young Adult
20210609VAWIR,unknown,Wounded,Male,Student,Teen
20210612MOMCF,Black,Fatal,Male,Student,Young Adult
20210613PAWIP,unknown,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210614TXEAF,unknown,Wounded,Male,unknown,Adult
20210620CAGRM,unknown,Wounded,Male,No Relation,Adult
20210624ILABR,unknown,Wounded,Male,No Relation,Adult
20210628CASLF,unknown,Wounded,Male,No Relation,Adult
20210704NYDRR,unknown,Fatal,Male,unknown,Adolescent
20210708ILBEC,unknown,Wounded,Female,No Relation,Adult
20210708ILBEC,unknown,Wounded,Male,Student,Adolescent
20210719TXCAC,unknown,Minor Injuries,Male,Student,Adolescent
20210719TXCAC,unknown,Minor Injuries,Female,Student,Adolescent
20210721ILTHC,unknown,Wounded,Male,No Relation,Young Adult
20210721ILTHC,unknown,Wounded,Male,No Relation,Adolescent
20210721ILTHC,unknown,Wounded,Male,No Relation,Adolescent
20210721ILTHC,unknown,Wounded,Male,No Relation,Adolescent
20210721ILTHC,unknown,Wounded,Male,No Relation,Young Adult
20210727WATYS,unknown,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210517TXBRE,unknown,Minor Injuries,Female,Student,Adolescent
20210517TXBRE,unknown,Minor Injuries,Male,Student,Teen
20210804ALBUM,unknown,Wounded,Male,unknown,Teen
20210804ALBUM,unknown,Wounded,Male,unknown,Teen
20210806LASTH,unknown,Wounded,Female,Parent,Adult
20210807ORGIP,unknown,Fatal,Male,No Relation,Adult
20210811COMAC,unknown,Wounded,Male,No Relation,Adult
20210810OHEAC,unknown,Wounded,Male,Former Student,Adolescent
20210812GALIL,unknown,Wounded,Male,unknown,Adult
20210813NMWAA,unknown,Fatal,Male,Student,Adolescent
20210814ILMAC,unknown,Wounded,Male,No Relation,Adolescent
20180425NMHIA,unknown,Wounded,Male,Parent,Adult
20210818SCORO,unknown,Wounded,unknown,Student,Teen
20210818SCORO,unknown,Wounded,unknown,Student,Teen
20210818SCORO,unknown,Wounded,unknown,Student,Teen
20210817COYED,unknown,Fatal,Male,Student,Young Adult
20210820NEMIO,Black,Wounded,Male,No Relation,Young Adult
20210820NEMIO,Black,Wounded,Female,No Relation,Adult
20210820CACEF,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20210822ILWER,unknown,Wounded,Male,Student,Adolescent
20170813NYHUH,unknown,Wounded,unknown,Student,Child
20170813NYHUH,unknown,Wounded,unknown,Student,Child
20210901NCMTW,Black,Fatal,Male,Student,Adolescent
20210830NCNEW,unknown,Wounded,Male,Student,Teen
20210827INHAH,unknown,Wounded,unknown,Student,Teen
20210827INHAH,unknown,Wounded,unknown,Student,Teen
20210908MNPRB,unknown,Wounded,Male,No Relation,Adult
20210909ILCHC,unknown,Wounded,Male,No Relation,Adult
20210902INWEG,unknown,Wounded,Male,Student,Teen
20210901ILFRC,unknown,Fatal,Male,No Relation,Adult
20210827KYAPO,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210915KYMAL,unknown,Wounded,Male,No Relation,Adult
20210917PAWEP,unknown,Wounded,unknown,Student,Adolescent
20210917PAWEP,unknown,Wounded,unknown,Student,Adolescent
20210918COWIC,unknown,Wounded,unknown,Student,Teen
20210918COWIC,unknown,Wounded,unknown,Student,Teen
20210918COWIC,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210917TNAUK,unknown,Wounded,Male,unknown,Teen
20210913SCEDC,unknown,Wounded,Male,Parent,Adult
20210902CASAL,unknown,Wounded,Male,Student,Teen
20210902CASAL,unknown,Wounded,Male,Student,Teen
20210920OHEAC,unknown,Wounded,Male,No Relation,Adolescent
20210920OHEAC,unknown,Wounded,Male,No Relation,Adolescent
20210920OHEAC,unknown,Wounded,Male,No Relation,Young Adult
20210921PAVAP,unknown,Wounded,Male,Student,Adolescent
20210920VAHEN,unknown,Wounded,Male,Student,Adolescent
20210920VAHEN,unknown,Wounded,Female,Student,Adolescent
20210921KSEAW,unknown,Wounded,Male,Student,Adolescent
20210921KSEAW,unknown,Wounded,Male,Student,Adolescent
20210921KSEAW,unknown,Wounded,Male,Student,Adolescent
20210922NYSOB,unknown,Wounded,Male,Student,Adolescent
20210917VAHEH,unknown,Minor Injuries,Male,Student,Teen
20210915VASPS,unknown,None,unknown,Student,Child
20210915VASPS,unknown,None,unknown,Student,Child
20210915VASPS,unknown,None,unknown,Student,Child
20210924MDWIB,unknown,Wounded,Male,No Relation,Young Adult
20210924ALFAF,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210903CABUB,unknown,None,Female,Bus Driver,Adult
20210903CABUB,unknown,None,unknown,Student,unknown
20210927ILCAC,unknown,Minor Injuries,unknown,Student,Child
20210927ILCAC,unknown,Minor Injuries,unknown,Student,Child
20210927ILCAC,unknown,Minor Injuries,unknown,Student,Child
20210827PAACS,Black,Fatal,Female,Nonstudent Using Athletic Facilities/Attending Game,School Age Child
20210827PAACS,unknown,Wounded,unknown,Student,Teen
20210827PAACS,unknown,Wounded,unknown,Student,Teen
20210827PAACS,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210827PAACS,unknown,Wounded,unknown,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210928MESOS,unknown,Wounded,Male,Student,Teen
20210902CASAL,unknown,Wounded,Male,Student,Adolescent
20210830FLOKW,unknown,Minor Injuries,Female,Student,Teen
20210830NJWEN,unknown,Fatal,Male,Student,Teen
20210930TNCUM,unknown,Wounded,Male,Student,Adolescent
20210827VAFRW,unknown,Wounded,Male,Student,Adolescent
20210827VAFRW,unknown,Wounded,Female,Student,Adolescent
20210930MSNEN,unknown,Wounded,Male,Student,School Age Child
20190809NJWEN,unknown,Wounded,unknown,Student,Adolescent
20190809NJWEN,unknown,Wounded,unknown,Student,Young Adult
20211001TXYEH,unknown,Wounded,Male,Principal/Vice-Principal,Adult
20211001INBEI,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adolescent
20211001NCSEF,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20211001NCSEF,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20211001NCNOD,unknown,Wounded,Male,Student,Adolescent
20211004PASCP,unknown,Wounded,unknown,Police Officer/SRO,Adult
20211004PASCP,unknown,Wounded,unknown,Police Officer/SRO,Adult
20211004OHWOT,unknown,Wounded,Male,Student,Adolescent
20211006TXTIA,unknown,Wounded,Male,Student,Adolescent
20211006TXTIA,unknown,Wounded,Female,Student,Teen
20211006TXTIA,unknown,Wounded,Male,Teacher,Adult
20211006TXTIA,unknown,Minor Injuries,unknown,Student,Teen
20211007DCWAW,unknown,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20211007TXEAW,unknown,Wounded,Female,Student,Teen
20211012ILWEC,unknown,Wounded,Female,Student,Adolescent
20211012ILWEC,unknown,Wounded,Male,Security Guard,Adult
20211012MIELK,unknown,Wounded,Male,No Relation,Adolescent
20211012MIELK,unknown,Wounded,Male,No Relation,Adolescent
20211015ALWIM,unknown,Wounded,Male,unknown,unknown
20211015ALWIM,unknown,Wounded,Male,unknown,unknown
20211015ALWIM,unknown,Wounded,Male,unknown,unknown
